Time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
246,0.039,0.144,0.106,-0.092,-0.034,0.125,0.07,0.26,0.186,0.178,0.166,0.106
247,0.041,0.158,0.117,-0.1,-0.038,0.137,0.064,0.26,0.19,0.178,0.174,0.115
248,0.055,0.148,0.092,-0.102,-0.018,0.12,0.057,0.261,0.182,0.174,0.177,0.115
249,0.034,0.15,0.115,-0.092,-0.041,0.133,0.054,0.259,0.18,0.175,0.18,0.114
250,-0.04,0.145,0.185,-0.053,-0.113,0.165,0.05,0.25,0.18,0.175,0.175,0.11
251,-0.017,0.145,0.162,-0.064,-0.09,0.153,0.046,0.242,0.176,0.175,0.17,0.11
252,0.018,0.146,0.127,-0.082,-0.055,0.136,0.042,0.234,0.175,0.176,0.17,0.11
253,0.028,0.143,0.115,-0.086,-0.044,0.129,0.038,0.226,0.174,0.173,0.168,0.11
254,0.041,0.14,0.099,-0.091,-0.029,0.119,0.034,0.218,0.169,0.17,0.165,0.11
255,0.05,0.14,0.09,-0.095,-0.02,0.115,0.03,0.21,0.165,0.17,0.165,0.11
256,0,0.136,0.136,-0.069,-0.068,0.136,0.026,0.202,0.165,0.17,0.161,0.106
257,-0.013,0.134,0.147,-0.061,-0.081,0.14,0.025,0.191,0.162,0.17,0.156,0.105
258,0,0.136,0.136,-0.068,-0.069,0.136,0.023,0.181,0.16,0.171,0.155,0.105
259,-0.002,0.133,0.134,-0.066,-0.068,0.134,0.02,0.172,0.159,0.168,0.154,0.105
260,-0.01,0.12,0.13,-0.055,-0.07,0.125,0.02,0.16,0.15,0.155,0.15,0.105
261,-0.014,0.112,0.126,-0.049,-0.07,0.118,0.016,0.152,0.142,0.147,0.151,0.106
262,-0.017,0.105,0.122,-0.044,-0.07,0.113,0.011,0.141,0.134,0.14,0.142,0.097
263,-0.024,0.094,0.118,-0.035,-0.071,0.106,0.01,0.13,0.126,0.129,0.131,0.085
264,-0.031,0.083,0.114,-0.026,-0.073,0.098,0.009,0.123,0.118,0.118,0.122,0.078
265,-0.035,0.075,0.11,-0.02,-0.073,0.092,0.005,0.115,0.11,0.11,0.11,0.07
266,-0.043,0.067,0.11,-0.012,-0.077,0.088,0.005,0.103,0.106,0.102,0.102,0.058
267,-0.05,0.061,0.111,-0.006,-0.08,0.086,0.002,0.094,0.099,0.094,0.091,0.049
268,-0.048,0.06,0.108,-0.006,-0.078,0.084,-0.001,0.086,0.093,0.088,0.08,0.041
269,-0.045,0.059,0.105,-0.007,-0.075,0.081,0,0.078,0.088,0.084,0.073,0.033
270,-0.05,0.055,0.105,-0.003,-0.078,0.08,0,0.07,0.08,0.08,0.065,0.025
271,-0.05,0.055,0.105,-0.003,-0.078,0.08,-0.004,0.066,0.076,0.076,0.057,0.021
272,-0.05,0.052,0.102,-0.001,-0.076,0.077,-0.006,0.062,0.069,0.072,0.052,0.014
273,-0.049,0.051,0.099,-0.001,-0.074,0.075,-0.004,0.058,0.063,0.068,0.047,0.008
274,-0.052,0.048,0.1,0.002,-0.076,0.074,-0.006,0.054,0.058,0.063,0.038,0.003
275,-0.065,0.035,0.1,0.015,-0.083,0.067,-0.01,0.05,0.05,0.055,0.03,-0.005
276,-0.069,0.027,0.096,0.021,-0.083,0.061,-0.01,0.046,0.046,0.047,0.026,-0.009
277,-0.078,0.017,0.094,0.03,-0.086,0.055,-0.009,0.039,0.042,0.039,0.022,-0.013
278,-0.092,0.004,0.096,0.044,-0.094,0.049,-0.012,0.03,0.038,0.031,0.018,-0.017
279,-0.092,0.002,0.094,0.045,-0.093,0.048,-0.015,0.024,0.034,0.023,0.014,-0.021
280,-0.07,0.02,0.09,0.025,-0.08,0.055,-0.015,0.02,0.03,0.015,0.01,-0.025
281,-0.053,0.037,0.09,0.008,-0.072,0.063,-0.015,0.012,0.026,0.011,0.006,-0.025
282,-0.08,0.01,0.091,0.035,-0.085,0.05,-0.018,0.004,0.022,0.007,0.005,-0.027
283,-0.128,-0.04,0.088,0.084,-0.107,0.024,-0.021,-0.003,0.019,0.004,0.004,-0.033
284,-0.153,-0.068,0.085,0.11,-0.118,0.008,-0.02,-0.005,0.02,0.005,-0.001,-0.035
285,-0.15,-0.065,0.085,0.107,-0.117,0.01,-0.02,-0.005,0.02,0.005,-0.005,-0.035
286,-0.149,-0.065,0.085,0.107,-0.117,0.01,-0.024,-0.005,0.016,0.001,-0.009,-0.039
287,-0.151,-0.065,0.086,0.108,-0.118,0.01,-0.026,-0.005,0.014,-0.001,-0.014,-0.044
288,-0.147,-0.065,0.082,0.105,-0.114,0.008,-0.024,-0.005,0.016,0.001,-0.015,-0.045
289,-0.156,-0.065,0.091,0.11,-0.123,0.013,-0.026,-0.005,0.014,-0.001,-0.016,-0.046
290,-0.185,-0.065,0.12,0.125,-0.152,0.027,-0.03,-0.005,0.01,-0.005,-0.02,-0.05
291,-0.172,-0.065,0.107,0.118,-0.139,0.02,-0.03,-0.004,0.01,-0.005,-0.024,-0.05
292,-0.15,-0.065,0.085,0.107,-0.117,0.01,-0.03,-0.01,0.011,-0.004,-0.028,-0.053
293,-0.161,-0.065,0.096,0.112,-0.128,0.015,-0.03,-0.02,0.008,-0.007,-0.031,-0.055
294,-0.183,-0.065,0.118,0.123,-0.15,0.026,-0.029,-0.025,0.005,-0.01,-0.029,-0.056
295,-0.18,-0.065,0.115,0.122,-0.147,0.025,-0.025,-0.02,0.005,-0.01,-0.025,-0.06
296,-0.18,-0.066,0.115,0.122,-0.147,0.025,-0.025,-0.02,0.005,-0.01,-0.025,-0.06
297,-0.176,-0.06,0.115,0.117,-0.145,0.027,-0.025,-0.02,0.002,-0.013,-0.025,-0.06
298,-0.164,-0.049,0.115,0.106,-0.139,0.033,-0.025,-0.02,-0.001,-0.016,-0.025,-0.06
299,-0.171,-0.056,0.115,0.113,-0.143,0.029,-0.025,-0.02,0,-0.015,-0.025,-0.06
300,-0.2,-0.085,0.115,0.142,-0.157,0.015,-0.025,-0.02,0,-0.015,-0.03,-0.06
301,-0.198,-0.083,0.115,0.14,-0.156,0.016,-0.025,-0.02,-0.004,-0.019,-0.047,-0.06
302,-0.191,-0.076,0.115,0.133,-0.153,0.019,-0.025,-0.02,-0.006,-0.021,-0.049,-0.06
303,-0.19,-0.075,0.115,0.132,-0.152,0.02,-0.025,-0.02,-0.004,-0.019,-0.044,-0.06
304,-0.189,-0.074,0.115,0.131,-0.152,0.02,-0.025,-0.02,-0.006,-0.021,-0.045,-0.06
305,-0.185,-0.07,0.115,0.127,-0.15,0.022,-0.025,-0.02,-0.01,-0.025,-0.045,-0.06
306,-0.185,-0.07,0.115,0.127,-0.15,0.022,-0.025,-0.02,-0.01,-0.025,-0.045,-0.06
307,-0.18,-0.068,0.113,0.124,-0.146,0.022,-0.022,-0.017,-0.01,-0.025,-0.045,-0.063
308,-0.17,-0.062,0.107,0.116,-0.138,0.022,-0.02,-0.013,-0.009,-0.024,-0.045,-0.066
309,-0.165,-0.06,0.105,0.112,-0.136,0.022,-0.02,-0.018,-0.013,-0.027,-0.045,-0.065
310,-0.17,-0.06,0.11,0.115,-0.14,0.025,-0.025,-0.035,-0.03,-0.04,-0.045,-0.065
311,-0.166,-0.056,0.11,0.111,-0.138,0.027,-0.047,-0.049,-0.044,-0.045,-0.045,-0.065
312,-0.164,-0.055,0.109,0.11,-0.136,0.027,-0.049,-0.048,-0.043,-0.045,-0.045,-0.065
313,-0.166,-0.054,0.112,0.11,-0.139,0.028,-0.044,-0.044,-0.039,-0.045,-0.045,-0.065
314,-0.181,-0.066,0.115,0.123,-0.148,0.024,-0.044,-0.045,-0.04,-0.045,-0.045,-0.065
315,-0.205,-0.09,0.115,0.147,-0.16,0.012,-0.04,-0.045,-0.04,-0.045,-0.045,-0.065
316,-0.202,-0.087,0.115,0.144,-0.158,0.014,-0.04,-0.045,-0.04,-0.045,-0.041,-0.065
317,-0.196,-0.084,0.112,0.14,-0.153,0.014,-0.041,-0.042,-0.037,-0.045,-0.04,-0.065
318,-0.195,-0.085,0.11,0.14,-0.152,0.012,-0.038,-0.039,-0.034,-0.045,-0.04,-0.065
319,-0.194,-0.085,0.109,0.14,-0.151,0.012,-0.035,-0.04,-0.035,-0.045,-0.04,-0.065
320,-0.19,-0.085,0.105,0.137,-0.147,0.01,-0.035,-0.04,-0.035,-0.045,-0.04,-0.065
321,-0.185,-0.081,0.105,0.133,-0.145,0.012,-0.031,-0.04,-0.035,-0.045,-0.04,-0.065
322,-0.185,-0.08,0.106,0.132,-0.146,0.012,-0.029,-0.037,-0.032,-0.045,-0.04,-0.065
323,-0.183,-0.08,0.103,0.131,-0.143,0.011,-0.031,-0.034,-0.029,-0.045,-0.04,-0.065
324,-0.18,-0.08,0.1,0.13,-0.14,0.01,-0.029,-0.035,-0.03,-0.046,-0.04,-0.065
325,-0.18,-0.08,0.1,0.13,-0.14,0.01,-0.025,-0.035,-0.03,-0.05,-0.04,-0.065
326,-0.171,-0.076,0.095,0.123,-0.133,0.01,-0.025,-0.035,-0.03,-0.05,-0.04,-0.065
327,-0.171,-0.075,0.097,0.122,-0.134,0.011,-0.026,-0.036,-0.031,-0.05,-0.04,-0.065
328,-0.164,-0.075,0.088,0.119,-0.125,0.007,-0.023,-0.033,-0.028,-0.05,-0.039,-0.065
329,-0.183,-0.075,0.108,0.128,-0.145,0.017,-0.02,-0.03,-0.025,-0.05,-0.041,-0.065
330,-0.24,-0.075,0.165,0.157,-0.202,0.045,-0.02,-0.03,-0.025,-0.05,-0.045,-0.065
331,-0.206,-0.075,0.131,0.14,-0.168,0.028,-0.02,-0.03,-0.025,-0.05,-0.044,-0.065
332,-0.15,-0.072,0.078,0.111,-0.114,0.003,-0.021,-0.031,-0.026,-0.05,-0.055,-0.065
333,-0.148,-0.069,0.079,0.109,-0.113,0.005,-0.018,-0.028,-0.023,-0.05,-0.06,-0.065
334,-0.173,-0.07,0.103,0.122,-0.138,0.017,-0.015,-0.025,-0.02,-0.05,-0.054,-0.064
335,-0.17,-0.07,0.1,0.12,-0.135,0.015,-0.015,-0.025,-0.02,-0.05,-0.055,-0.06
336,-0.17,-0.07,0.1,0.12,-0.135,0.015,-0.015,-0.025,-0.02,-0.05,-0.056,-0.06
337,-0.167,-0.067,0.1,0.117,-0.133,0.016,-0.015,-0.025,-0.02,-0.051,-0.052,-0.06
338,-0.164,-0.064,0.1,0.114,-0.132,0.017,-0.013,-0.025,-0.02,-0.048,-0.049,-0.06
339,-0.165,-0.065,0.1,0.115,-0.132,0.017,-0.01,-0.024,-0.019,-0.045,-0.05,-0.06
340,-0.165,-0.065,0.1,0.115,-0.132,0.017,-0.01,-0.02,-0.015,-0.045,-0.05,-0.06
341,-0.165,-0.065,0.1,0.115,-0.132,0.017,-0.01,-0.02,-0.015,-0.045,-0.046,-0.056
342,-0.166,-0.066,0.1,0.116,-0.133,0.017,-0.007,-0.021,-0.015,-0.042,-0.044,-0.055
343,-0.161,-0.061,0.1,0.111,-0.13,0.019,-0.005,-0.018,-0.015,-0.04,-0.046,-0.055
344,-0.154,-0.054,0.1,0.104,-0.126,0.023,-0.005,-0.015,-0.015,-0.04,-0.044,-0.055
345,-0.15,-0.05,0.1,0.1,-0.125,0.025,-0.005,-0.015,-0.015,-0.04,-0.04,-0.055
346,-0.142,-0.042,0.1,0.092,-0.121,0.029,-0.005,-0.015,-0.015,-0.04,-0.04,-0.055
347,-0.136,-0.037,0.099,0.086,-0.117,0.031,-0.002,-0.016,-0.016,-0.037,-0.041,-0.056
348,-0.12,-0.031,0.088,0.075,-0.103,0.028,0.001,-0.013,-0.013,-0.034,-0.038,-0.053
349,-0.121,-0.023,0.098,0.072,-0.109,0.037,0,-0.01,-0.01,-0.035,-0.035,-0.05
350,-0.16,-0.02,0.14,0.09,-0.15,0.06,0,-0.01,-0.01,-0.035,-0.035,-0.05
351,-0.164,-0.029,0.134,0.096,-0.149,0.052,0,-0.01,-0.01,-0.035,-0.035,-0.05
352,-0.183,-0.06,0.123,0.121,-0.152,0.031,-0.003,-0.01,-0.01,-0.032,-0.032,-0.05
353,-0.199,-0.083,0.116,0.141,-0.157,0.016,-0.007,-0.008,-0.01,-0.029,-0.029,-0.05
354,-0.193,-0.085,0.108,0.139,-0.15,0.011,-0.011,-0.005,-0.01,-0.03,-0.03,-0.049
355,-0.185,-0.085,0.1,0.135,-0.142,0.007,-0.015,-0.005,-0.01,-0.03,-0.03,-0.045
356,-0.178,-0.086,0.093,0.132,-0.135,0.003,-0.02,-0.005,-0.01,-0.026,-0.026,-0.045
357,-0.161,-0.08,0.081,0.121,-0.121,0,-0.017,-0.002,-0.007,-0.025,-0.024,-0.045
358,-0.156,-0.07,0.086,0.113,-0.12,0.007,-0.014,0,-0.004,-0.025,-0.026,-0.045
359,-0.159,-0.064,0.095,0.111,-0.126,0.016,-0.015,0,-0.005,-0.025,-0.024,-0.045
360,-0.14,-0.055,0.085,0.097,-0.112,0.015,-0.015,0,-0.005,-0.025,-0.025,-0.045
361,-0.121,-0.041,0.081,0.081,-0.101,0.019,-0.015,0,-0.005,-0.021,-0.042,-0.045
362,-0.159,-0.082,0.077,0.12,-0.118,-0.003,-0.016,0.003,-0.005,-0.02,-0.044,-0.042
363,-0.181,-0.109,0.073,0.145,-0.127,-0.018,-0.013,0.006,-0.005,-0.02,-0.039,-0.039
364,-0.16,-0.091,0.069,0.126,-0.114,-0.011,-0.01,0.005,-0.005,-0.02,-0.04,-0.04
365,-0.15,-0.085,0.065,0.117,-0.107,-0.01,-0.01,0.005,-0.005,-0.02,-0.04,-0.04
366,-0.141,-0.081,0.06,0.111,-0.101,-0.011,-0.01,0.005,-0.005,-0.016,-0.04,-0.04
367,-0.138,-0.074,0.064,0.106,-0.101,-0.005,-0.01,0.008,-0.002,-0.015,-0.04,-0.04
368,-0.129,-0.066,0.063,0.097,-0.096,-0.001,-0.01,0.012,0.001,-0.015,-0.04,-0.04
369,-0.137,-0.058,0.079,0.098,-0.108,0.01,-0.01,0.016,0,-0.015,-0.04,-0.04
370,-0.17,-0.055,0.115,0.112,-0.142,0.03,-0.01,0.02,0,-0.015,-0.04,-0.04
371,-0.146,-0.059,0.087,0.102,-0.116,0.013,-0.006,0.025,0,-0.015,-0.036,-0.04
372,-0.107,-0.061,0.047,0.084,-0.077,-0.007,-0.005,0.022,0.003,-0.015,-0.035,-0.04
373,-0.105,-0.059,0.045,0.082,-0.075,-0.007,-0.005,0.019,0.006,-0.015,-0.035,-0.04
374,-0.123,-0.061,0.062,0.092,-0.093,0.001,-0.005,0.02,0.005,-0.015,-0.035,-0.04
375,-0.125,-0.065,0.06,0.095,-0.092,-0.002,-0.005,0.02,0.005,-0.015,-0.035,-0.04
376,-0.123,-0.065,0.058,0.094,-0.09,-0.003,-0.005,0.02,0.005,-0.015,-0.035,-0.036
377,-0.136,-0.064,0.072,0.1,-0.104,0.004,-0.002,0.02,0.004,-0.015,-0.035,-0.035
378,-0.152,-0.068,0.084,0.11,-0.118,0.008,0.001,0.02,0.007,-0.015,-0.035,-0.035
379,-0.162,-0.077,0.085,0.119,-0.123,0.004,0,0.02,0.01,-0.015,-0.034,-0.035
380,-0.165,-0.08,0.085,0.122,-0.125,0.002,0,0.02,0.01,-0.015,-0.03,-0.035
381,-0.157,-0.072,0.085,0.114,-0.121,0.006,0,0.02,0.01,-0.015,-0.03,-0.035
382,-0.151,-0.066,0.085,0.108,-0.118,0.009,-0.001,0.02,0.009,-0.015,-0.03,-0.035
383,-0.148,-0.064,0.085,0.105,-0.116,0.01,0.003,0.02,0.013,-0.015,-0.03,-0.035
384,-0.144,-0.058,0.086,0.1,-0.115,0.013,-0.005,0.02,0.005,-0.015,-0.03,-0.035
385,-0.14,-0.05,0.09,0.095,-0.115,0.02,-0.03,0.02,-0.02,-0.015,-0.03,-0.035
386,-0.137,-0.047,0.09,0.092,-0.113,0.021,-0.027,0.02,-0.017,-0.015,-0.03,-0.035
387,-0.126,-0.036,0.09,0.081,-0.108,0.027,-0.024,0.02,-0.014,-0.015,-0.03,-0.035
388,-0.151,-0.061,0.09,0.106,-0.12,0.015,-0.025,0.02,-0.013,-0.015,-0.03,-0.035
389,-0.189,-0.099,0.09,0.144,-0.139,-0.004,-0.025,0.02,-0.009,-0.015,-0.03,-0.036
390,-0.18,-0.09,0.09,0.135,-0.135,0,-0.025,0.02,-0.01,-0.015,-0.03,-0.04
391,-0.171,-0.085,0.086,0.127,-0.128,0.001,-0.025,0.02,-0.011,-0.015,-0.03,-0.04
392,-0.168,-0.086,0.082,0.126,-0.124,-0.002,-0.025,0.02,-0.007,-0.014,-0.03,-0.04
393,-0.161,-0.083,0.078,0.122,-0.119,-0.002,-0.025,0.02,-0.005,-0.018,-0.03,-0.04
394,-0.154,-0.08,0.074,0.116,-0.114,-0.002,-0.025,0.02,-0.004,-0.028,-0.03,-0.04
395,-0.15,-0.08,0.07,0.115,-0.11,-0.005,-0.025,0.02,0,-0.035,-0.03,-0.04
396,-0.142,-0.076,0.066,0.109,-0.103,-0.005,-0.025,0.02,0,-0.031,-0.03,-0.04
397,-0.136,-0.071,0.064,0.103,-0.1,-0.003,-0.025,0.02,0.001,-0.029,-0.03,-0.04
398,-0.136,-0.07,0.067,0.103,-0.102,-0.001,-0.025,0.02,-0.004,-0.03,-0.03,-0.04
399,-0.15,-0.07,0.08,0.109,-0.115,0.005,-0.024,0.019,-0.011,-0.03,-0.03,-0.04
400,-0.165,-0.065,0.1,0.115,-0.132,0.017,-0.02,0.015,-0.015,-0.03,-0.03,-0.04
401,-0.155,-0.062,0.093,0.109,-0.124,0.015,-0.02,0.015,-0.023,-0.026,-0.027,-0.04
402,-0.169,-0.083,0.086,0.126,-0.127,0.001,-0.02,0.016,-0.029,-0.025,-0.049,-0.039
403,-0.184,-0.1,0.084,0.142,-0.134,-0.008,-0.02,0.013,-0.03,-0.025,-0.061,-0.042
404,-0.178,-0.1,0.078,0.139,-0.128,-0.011,-0.02,0.01,-0.03,-0.025,-0.054,-0.045
405,-0.17,-0.1,0.07,0.135,-0.12,-0.015,-0.02,0.01,-0.03,-0.025,-0.055,-0.045
406,-0.166,-0.1,0.066,0.132,-0.116,-0.017,-0.02,0.01,-0.03,-0.021,-0.055,-0.045
407,-0.162,-0.1,0.062,0.131,-0.112,-0.019,-0.02,0.011,-0.03,-0.02,-0.055,-0.045
408,-0.158,-0.1,0.058,0.129,-0.108,-0.021,-0.02,0.008,-0.03,-0.02,-0.055,-0.045
409,-0.154,-0.1,0.054,0.127,-0.104,-0.023,-0.02,0.005,-0.03,-0.02,-0.055,-0.045
410,-0.15,-0.1,0.05,0.125,-0.1,-0.025,-0.02,0.005,-0.03,-0.02,-0.055,-0.045
411,-0.146,-0.1,0.046,0.122,-0.096,-0.026,-0.02,0.005,-0.03,-0.02,-0.055,-0.045
412,-0.145,-0.103,0.042,0.124,-0.093,-0.03,-0.019,0.005,-0.03,-0.017,-0.055,-0.045
413,-0.144,-0.106,0.039,0.125,-0.091,-0.033,-0.022,0.003,-0.03,-0.014,-0.055,-0.045
414,-0.137,-0.105,0.032,0.121,-0.084,-0.036,-0.025,0,-0.03,-0.015,-0.055,-0.045
415,-0.135,-0.105,0.03,0.12,-0.082,-0.037,-0.025,0,-0.03,-0.015,-0.055,-0.045
416,-0.164,-0.105,0.059,0.134,-0.111,-0.023,-0.025,0,-0.03,-0.015,-0.055,-0.045
417,-0.176,-0.105,0.071,0.14,-0.123,-0.017,-0.024,-0.003,-0.03,-0.012,-0.052,-0.042
418,-0.174,-0.105,0.069,0.14,-0.121,-0.017,-0.027,-0.005,-0.03,-0.009,-0.049,-0.039
419,-0.175,-0.105,0.07,0.14,-0.122,-0.017,-0.03,-0.005,-0.03,-0.01,-0.05,-0.04
420,-0.175,-0.105,0.07,0.14,-0.122,-0.017,-0.03,-0.005,-0.03,-0.01,-0.05,-0.04
421,-0.171,-0.101,0.07,0.136,-0.12,-0.015,-0.03,-0.005,-0.03,-0.01,-0.05,-0.04
422,-0.17,-0.1,0.07,0.135,-0.12,-0.015,-0.03,-0.008,-0.03,-0.01,-0.05,-0.04
423,-0.17,-0.1,0.07,0.135,-0.12,-0.015,-0.03,-0.011,-0.03,-0.011,-0.05,-0.04
424,-0.17,-0.1,0.07,0.135,-0.12,-0.015,-0.031,-0.01,-0.03,-0.016,-0.05,-0.04
425,-0.17,-0.1,0.07,0.135,-0.12,-0.015,-0.035,-0.01,-0.03,-0.02,-0.05,-0.04
426,-0.166,-0.096,0.07,0.131,-0.118,-0.012,-0.035,-0.01,-0.03,-0.02,-0.05,-0.036
427,-0.164,-0.095,0.069,0.129,-0.116,-0.012,-0.035,-0.012,-0.03,-0.023,-0.05,-0.035
428,-0.167,-0.095,0.072,0.131,-0.119,-0.011,-0.035,-0.018,-0.03,-0.025,-0.05,-0.035
429,-0.17,-0.095,0.075,0.132,-0.122,-0.01,-0.035,-0.019,-0.03,-0.025,-0.05,-0.035
430,-0.17,-0.095,0.075,0.132,-0.122,-0.01,-0.035,-0.015,-0.03,-0.03,-0.05,-0.035
431,-0.17,-0.095,0.075,0.132,-0.122,-0.01,-0.031,-0.015,-0.026,-0.035,-0.046,-0.035
432,-0.167,-0.092,0.075,0.129,-0.121,-0.008,-0.03,-0.015,-0.025,-0.035,-0.045,-0.035
433,-0.164,-0.089,0.075,0.126,-0.12,-0.007,-0.03,-0.015,-0.025,-0.037,-0.045,-0.035
434,-0.165,-0.09,0.075,0.127,-0.12,-0.007,-0.03,-0.015,-0.025,-0.041,-0.045,-0.034
435,-0.165,-0.09,0.075,0.127,-0.12,-0.007,-0.03,-0.015,-0.025,-0.04,-0.045,-0.03
436,-0.165,-0.09,0.075,0.127,-0.12,-0.007,-0.03,-0.015,-0.025,-0.036,-0.045,-0.03
437,-0.166,-0.091,0.075,0.128,-0.12,-0.007,-0.03,-0.016,-0.022,-0.035,-0.045,-0.03
438,-0.163,-0.088,0.075,0.125,-0.119,-0.006,-0.03,-0.013,-0.019,-0.035,-0.045,-0.03
439,-0.16,-0.085,0.075,0.122,-0.117,-0.005,-0.029,-0.01,-0.02,-0.035,-0.045,-0.03
440,-0.16,-0.085,0.075,0.122,-0.117,-0.005,-0.025,-0.01,-0.02,-0.035,-0.045,-0.03
441,-0.16,-0.085,0.075,0.122,-0.117,-0.005,-0.025,-0.01,-0.02,-0.035,-0.045,-0.03
442,-0.157,-0.082,0.075,0.119,-0.116,-0.003,-0.025,-0.01,-0.02,-0.035,-0.045,-0.03
443,-0.154,-0.079,0.075,0.116,-0.115,-0.002,-0.025,-0.01,-0.02,-0.035,-0.045,-0.03
444,-0.155,-0.08,0.075,0.117,-0.115,-0.002,-0.025,-0.01,-0.019,-0.035,-0.044,-0.031
445,-0.155,-0.08,0.075,0.117,-0.115,-0.002,-0.025,-0.01,-0.015,-0.035,-0.04,-0.035
446,-0.152,-0.076,0.076,0.113,-0.113,0,-0.025,-0.01,-0.015,-0.035,-0.04,-0.04
447,-0.144,-0.074,0.069,0.108,-0.106,-0.003,-0.026,-0.007,-0.015,-0.035,-0.04,-0.037
448,-0.138,-0.076,0.062,0.106,-0.1,-0.006,-0.023,-0.004,-0.015,-0.035,-0.04,-0.034
449,-0.133,-0.074,0.059,0.104,-0.096,-0.007,-0.02,-0.005,-0.015,-0.035,-0.04,-0.035
450,-0.125,-0.07,0.055,0.097,-0.09,-0.007,-0.02,-0.005,-0.015,-0.035,-0.04,-0.035
451,-0.121,-0.07,0.051,0.095,-0.086,-0.009,-0.02,-0.005,-0.011,-0.035,-0.04,-0.035
452,-0.117,-0.071,0.047,0.094,-0.082,-0.012,-0.02,-0.005,-0.01,-0.035,-0.04,-0.036
453,-0.112,-0.068,0.044,0.09,-0.078,-0.011,-0.02,-0.005,-0.01,-0.035,-0.04,-0.033
454,-0.101,-0.065,0.036,0.083,-0.068,-0.014,-0.02,-0.005,-0.01,-0.035,-0.04,-0.03
455,-0.095,-0.065,0.03,0.08,-0.062,-0.017,-0.02,-0.005,-0.01,-0.035,-0.04,-0.03
456,-0.125,-0.065,0.059,0.095,-0.092,-0.003,-0.02,-0.005,-0.01,-0.035,-0.04,-0.03
457,-0.127,-0.062,0.065,0.094,-0.096,0.002,-0.02,-0.005,-0.009,-0.035,-0.041,-0.03
458,-0.118,-0.059,0.059,0.089,-0.089,0,-0.02,-0.005,-0.013,-0.035,-0.038,-0.03
459,-0.12,-0.06,0.06,0.09,-0.09,0,-0.02,-0.005,-0.022,-0.035,-0.035,-0.03
460,-0.115,-0.06,0.055,0.087,-0.085,-0.002,-0.02,-0.005,-0.025,-0.035,-0.035,-0.03
461,-0.115,-0.06,0.055,0.087,-0.085,-0.002,-0.02,-0.003,-0.029,-0.035,-0.035,-0.026
462,-0.116,-0.06,0.056,0.087,-0.086,-0.002,-0.02,-0.018,-0.034,-0.036,-0.035,-0.025
463,-0.113,-0.06,0.053,0.086,-0.083,-0.003,-0.02,-0.025,-0.034,-0.033,-0.035,-0.025
464,-0.11,-0.06,0.05,0.085,-0.08,-0.005,-0.02,-0.019,-0.029,-0.03,-0.035,-0.025
465,-0.11,-0.06,0.05,0.085,-0.08,-0.005,-0.02,-0.02,-0.03,-0.03,-0.035,-0.025
466,-0.106,-0.06,0.046,0.083,-0.076,-0.007,-0.02,-0.02,-0.031,-0.03,-0.035,-0.025
467,-0.105,-0.059,0.046,0.081,-0.075,-0.006,-0.02,-0.02,-0.027,-0.03,-0.035,-0.022
468,-0.105,-0.064,0.041,0.084,-0.073,-0.011,-0.02,-0.02,-0.025,-0.03,-0.035,-0.019
469,-0.124,-0.071,0.053,0.097,-0.088,-0.008,-0.02,-0.019,-0.025,-0.03,-0.035,-0.02
470,-0.165,-0.075,0.09,0.12,-0.127,0.007,-0.02,-0.015,-0.025,-0.03,-0.035,-0.02
471,-0.173,-0.096,0.076,0.135,-0.125,-0.01,-0.02,-0.015,-0.025,-0.03,-0.035,-0.02
472,-0.157,-0.099,0.058,0.128,-0.107,-0.02,-0.02,-0.015,-0.022,-0.03,-0.035,-0.021
473,-0.149,-0.094,0.054,0.121,-0.101,-0.02,-0.02,-0.015,-0.019,-0.03,-0.035,-0.018
474,-0.15,-0.094,0.055,0.121,-0.102,-0.02,-0.02,-0.015,-0.02,-0.03,-0.035,-0.024
475,-0.145,-0.09,0.055,0.117,-0.1,-0.017,-0.02,-0.015,-0.02,-0.03,-0.035,-0.04
476,-0.145,-0.09,0.055,0.117,-0.1,-0.017,-0.02,-0.015,-0.02,-0.03,-0.035,-0.037
477,-0.142,-0.087,0.055,0.114,-0.098,-0.016,-0.02,-0.012,-0.017,-0.027,-0.035,-0.034
478,-0.14,-0.085,0.055,0.112,-0.097,-0.015,-0.02,-0.009,-0.014,-0.024,-0.035,-0.036
479,-0.139,-0.084,0.055,0.111,-0.097,-0.014,-0.02,-0.01,-0.015,-0.025,-0.035,-0.034
480,-0.135,-0.08,0.055,0.107,-0.095,-0.012,-0.02,-0.01,-0.015,-0.025,-0.035,-0.03
481,-0.131,-0.08,0.051,0.105,-0.091,-0.015,-0.02,-0.01,-0.011,-0.025,-0.035,-0.03
482,-0.127,-0.077,0.049,0.102,-0.088,-0.014,-0.02,-0.011,-0.01,-0.025,-0.035,-0.031
483,-0.124,-0.073,0.051,0.099,-0.087,-0.011,-0.02,-0.008,-0.01,-0.025,-0.035,-0.028
484,-0.126,-0.077,0.049,0.102,-0.087,-0.014,-0.02,-0.005,-0.01,-0.025,-0.035,-0.025
485,-0.13,-0.085,0.045,0.107,-0.087,-0.02,-0.02,-0.005,-0.01,-0.025,-0.035,-0.025
486,-0.122,-0.077,0.045,0.099,-0.083,-0.016,-0.016,-0.005,-0.006,-0.025,-0.031,-0.025
